"filename","relative_path","system_id","status","pass_k2_struct","pass_k3_rules","pass_k4_meanings","pass_notes"
"Chakras _ The Pathways To Success -- Judith, Anodea;Goodman, Lion -- 2014 -- JAICO PUBLISHING HOUSE -- isbn13 9788184956160 -- 99b16c78ad708449bc628c0daba75cda -- Anna’s Archive.pdf","chakra/Chakras _ The Pathways To Success -- Judith, Anodea;Goodman, Lion -- 2014 -- JAICO PUBLISHING HOUSE -- isbn13 9788184956160 -- 99b16c78ad708449bc628c0daba75cda -- Anna’s Archive.pdf","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Introduction To Tantra Sastra -- Sir John Woodroffe -- 1980 -- Ganesh & Company -- 7f32e197048bc674361d78613051bbcf -- Anna’s Archive.pdf","chakra/Introduction To Tantra Sastra -- Sir John Woodroffe -- 1980 -- Ganesh & Company -- 7f32e197048bc674361d78613051bbcf -- Anna’s Archive.pdf","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Light on Prānāyāma_ Prānāyāma Dīpikā -- B_K_S_ Iyengar; introduction by Yehudi Menuhin -- [New ed_], London, England, 1992 -- Aquarian Press; Thorsons -- isbn13 9781855382428 -- 0022e8b69a5f1652c852db19dc8b8615 -- Anna’s Archive.pdf","chakra/Light on Prānāyāma_ Prānāyāma Dīpikā -- B_K_S_ Iyengar; introduction by Yehudi Menuhin -- [New ed_], London, England, 1992 -- Aquarian Press; Thorsons -- isbn13 9781855382428 -- 0022e8b69a5f1652c852db19dc8b8615 -- Anna’s Archive.pdf","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Mahanirvana tantra (tantra of the great liberation) -- Arthur Avalon; John Woodroffe -- June 30, 2004 -- Kessinger Publishing, LLC -- isbn13 9781419132070 -- 1bfaed3d694292f92969b4324abdb004 -- Anna’s Archive.pdf","chakra/Mahanirvana tantra (tantra of the great liberation) -- Arthur Avalon; John Woodroffe -- June 30, 2004 -- Kessinger Publishing, LLC -- isbn13 9781419132070 -- 1bfaed3d694292f92969b4324abdb004 -- Anna’s Archive.pdf","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Shakti und Shākta _ Lehre und Ritual der Tantra-Shāstras -- by Arthur Avalon (Sir John Woodroffe) -- New York, New York State, 1978 -- Dover -- isbn13 9780486236452 -- 34f9988be4d01ca61bd61aed67b2cf36 -- Anna’s Archive.pdf","chakra/Shakti und Shākta _ Lehre und Ritual der Tantra-Shāstras -- by Arthur Avalon (Sir John Woodroffe) -- New York, New York State, 1978 -- Dover -- isbn13 9780486236452 -- 34f9988be4d01ca61bd61aed67b2cf36 -- Anna’s Archive.pdf","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Garland of Letters Studies In The Mantra-Sastra -- Sir John Woodroffe -- 1989 -- Ganesh and Company -- b5eb943fc6b641c23b4fa9db129f660f -- Anna’s Archive.pdf","chakra/The Garland of Letters Studies In The Mantra-Sastra -- Sir John Woodroffe -- 1989 -- Ganesh and Company -- b5eb943fc6b641c23b4fa9db129f660f -- Anna’s Archive.pdf","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Serpent Power - The Secrets of Tantric and Shaktic Yoga -- Arthur Avalon -- 2009 -- 635a5050940147c1b6c0b5158d93c60e -- Anna’s Archive.pdf","chakra/The Serpent Power - The Secrets of Tantric and Shaktic Yoga -- Arthur Avalon -- 2009 -- 635a5050940147c1b6c0b5158d93c60e -- Anna’s Archive.pdf","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"THE SERPENT POWER Being the Sat-Cakra-Nirupana and -- sir john woodroffe -- ganesh and company -- 3674738cfef3a4d956107f930afad2cc -- Anna’s Archive.pdf","chakra/THE SERPENT POWER Being the Sat-Cakra-Nirupana and -- sir john woodroffe -- ganesh and company -- 3674738cfef3a4d956107f930afad2cc -- Anna’s Archive.pdf","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Wheels of Life_ A User's Guide to the Chakra System -- Anodea Judith -- 2012 -- Llewellyn Worldwide -- 205a6c0a201d5113b98bc36815ed3b68 -- Anna’s Archive.epub","chakra/Wheels of Life_ A User's Guide to the Chakra System -- Anodea Judith -- 2012 -- Llewellyn Worldwide -- 205a6c0a201d5113b98bc36815ed3b68 -- Anna’s Archive.epub","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Wheels Of Life_ A User's Guide to the Chakra System -- Anodea Judith; Llewellyn Publications -- Llewellyns New Age Series, 5th, 2002 -- Llewellyn -- isbn13 9780875423203 -- c5dc48957b27a9b9745860d1f84a0fa9 -- Anna’s Archive.pdf","chakra/Wheels Of Life_ A User's Guide to the Chakra System -- Anodea Judith; Llewellyn Publications -- Llewellyns New Age Series, 5th, 2002 -- Llewellyn -- isbn13 9780875423203 -- c5dc48957b27a9b9745860d1f84a0fa9 -- Anna’s Archive.pdf","chakra","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Gene keys _ unlocking the higher purpose hidden in your DNA -- Richard Rudd [Rudd, Richard] -- Penguin Random House LLC (Publisher Services), New -- isbn13 9781780285429 -- 030944c6354dff07ba00450a9a9509d4 -- Anna’s Archive.pdf","gene_keys/Gene keys _ unlocking the higher purpose hidden in your DNA -- Richard Rudd [Rudd, Richard] -- Penguin Random House LLC (Publisher Services), New -- isbn13 9781780285429 -- 030944c6354dff07ba00450a9a9509d4 -- Anna’s Archive.pdf","genekeys","ok","yes","yes","yes","Alle Paesse."
"Gene keys _ unlocking the higher purpose hidden in your DNA -- Unlocking the higher purose hidden in your DNA -- Third edition, 2015;2013 -- Watkins -- isbn13 9781780285429 -- dddfcdb27871a7756f4214cc2929f55a -- Anna’s .epub","gene_keys/Gene keys _ unlocking the higher purpose hidden in your DNA -- Unlocking the higher purose hidden in your DNA -- Third edition, 2015;2013 -- Watkins -- isbn13 9781780285429 -- dddfcdb27871a7756f4214cc2929f55a -- Anna’s .epub","genekeys","ok","yes","yes","yes","Alle Paesse."
"Genius_ A guide to your Activation Sequence (The Gene Keys -- Richard Rudd -- Gene Keys Golden Path, 1, Poole, 2020 -- Gene Keys Publishing -- isbn13 9781838048709 -- 861d79e31a3f9e9a74ae4a5e9dba597e -- Anna’s Archive.epub","gene_keys/Genius_ A guide to your Activation Sequence (The Gene Keys -- Richard Rudd -- Gene Keys Golden Path, 1, Poole, 2020 -- Gene Keys Publishing -- isbn13 9781838048709 -- 861d79e31a3f9e9a74ae4a5e9dba597e -- Anna’s Archive.epub","genekeys","ok","yes","yes","yes","Alle Paesse."
"Human Design - Circuitry_ The complete guide to Circuits, -- Rudd, Richard -- 2022 -- Gene Keys Publishing -- c126c50a41204e7cbf8eec7ca6f60a45 -- Anna’s Archive.pdf","gene_keys/Human Design - Circuitry_ The complete guide to Circuits, -- Rudd, Richard -- 2022 -- Gene Keys Publishing -- c126c50a41204e7cbf8eec7ca6f60a45 -- Anna’s Archive.pdf","genekeys","ok","yes","yes","yes","Alle Paesse."
"Human Design - The Revelation_ A guide to basic Concepts, -- Rudd, Richard -- 2021 -- Gene Keys Publishing -- 3c95e8121ecf7e508e7ae4f71957236d -- Anna’s Archive.pdf","gene_keys/Human Design - The Revelation_ A guide to basic Concepts, -- Rudd, Richard -- 2021 -- Gene Keys Publishing -- 3c95e8121ecf7e508e7ae4f71957236d -- Anna’s Archive.pdf","genekeys","ok","yes","yes","yes","Alle Paesse."
"Living your Design - A New Manual for Awakening -- Richard Rudd -- 3e3565cedfe005902836fbd6d612dee0 -- Anna’s Archive.pdf","gene_keys/Living your Design - A New Manual for Awakening -- Richard Rudd -- 3e3565cedfe005902836fbd6d612dee0 -- Anna’s Archive.pdf","genekeys","ok","yes","yes","yes","Alle Paesse."
"Love_ A guide to your Venus Sequence (The Gene Keys Golden -- Richard Rudd -- Gene Keys Golden Path, Poole, 2020 -- Gene Keys Publishing -- isbn13 9781838048716 -- 5c806efdc163be78fa75086a428e625e -- Anna’s Archive.epub","gene_keys/Love_ A guide to your Venus Sequence (The Gene Keys Golden -- Richard Rudd -- Gene Keys Golden Path, Poole, 2020 -- Gene Keys Publishing -- isbn13 9781838048716 -- 5c806efdc163be78fa75086a428e625e -- Anna’s Archive.epub","genekeys","ok","yes","yes","yes","Alle Paesse."
"Opening Doors with Gene Keys -- Richard Rudd -- 2014 -- 30c725f0604a1b346e69570741fcc7ae -- Anna’s Archive.pdf","gene_keys/Opening Doors with Gene Keys -- Richard Rudd -- 2014 -- 30c725f0604a1b346e69570741fcc7ae -- Anna’s Archive.pdf","genekeys","ok","yes","yes","yes","Alle Paesse."
"Prosperity_ A guide to your Pearl Sequence (The Gene Keys -- Rudd, Richard -- The Gene Keys Golden Path Book 3, 2023 -- 2a71a0f8d99ba7bf7295ca2ba7c21336 -- Anna’s Archive.epub","gene_keys/Prosperity_ A guide to your Pearl Sequence (The Gene Keys -- Rudd, Richard -- The Gene Keys Golden Path Book 3, 2023 -- 2a71a0f8d99ba7bf7295ca2ba7c21336 -- Anna’s Archive.epub","genekeys","ok","yes","yes","yes","Alle Paesse."
"Seven sacred seals -- Richard rudd -- b1ea10c4398a475638113ee0146e025d -- Anna’s Archive.pdf","gene_keys/Seven sacred seals -- Richard rudd -- b1ea10c4398a475638113ee0146e025d -- Anna’s Archive.pdf","genekeys","ok","yes","yes","yes","Alle Paesse."
"Soul Whispering _ The Art of Awakening Shamanic -- Linda Star Wolf; Nita Gage DSPS MA; Richard Rudd -- Simon & Schuster, [N_p_], 2017 -- Rochester, -- isbn13 9781591432258 -- 85692a895b4c07613dde6ad3a1610de6 -- Anna’s Archive.pdf","gene_keys/Soul Whispering _ The Art of Awakening Shamanic -- Linda Star Wolf; Nita Gage DSPS MA; Richard Rudd -- Simon & Schuster, [N_p_], 2017 -- Rochester, -- isbn13 9781591432258 -- 85692a895b4c07613dde6ad3a1610de6 -- Anna’s Archive.pdf","genekeys","ok","yes","yes","yes","Alle Paesse."
"The 64 Ways_ Personal Contemplations on the Gene Keys -- Rudd, Richard -- 2022 -- Gene Keys Publishing -- 51a66a5b3b946c01b181b66551025f2c -- Anna’s Archive.epub","gene_keys/The 64 Ways_ Personal Contemplations on the Gene Keys -- Rudd, Richard -- 2022 -- Gene Keys Publishing -- 51a66a5b3b946c01b181b66551025f2c -- Anna’s Archive.epub","genekeys","ok","yes","yes","yes","Alle Paesse."
"The Holy Incantation of Solace -- Richard Rudd -- 3f946dea0f9e623d3e5a638f5462fc32 -- Anna’s Archive.pdf","gene_keys/The Holy Incantation of Solace -- Richard Rudd -- 3f946dea0f9e623d3e5a638f5462fc32 -- Anna’s Archive.pdf","genekeys","ok","yes","yes","yes","Alle Paesse."
"THE HUMAN DESIGN SYSTEM - An A to D of You -- Richard Rudd -- 91a83be6fd080f416dd5b784ca783d2f -- Anna’s Archive.pdf","gene_keys/THE HUMAN DESIGN SYSTEM - An A to D of You -- Richard Rudd -- 91a83be6fd080f416dd5b784ca783d2f -- Anna’s Archive.pdf","genekeys","ok","yes","yes","yes","Alle Paesse."
"BG5 Career and Business Consulting - Student Manual 1 -- Ra Uru Hu -- International Human Design School -- 3b88c9681c859d6532d6ea06a3946e25 -- Anna’s Archive.pdf","hd/BG5 Career and Business Consulting - Student Manual 1 -- Ra Uru Hu -- International Human Design School -- 3b88c9681c859d6532d6ea06a3946e25 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Biology Design System -- Ra Uru Hu, Eleanor Haspel, Marvin Portner -- 2000 -- c9ac38146181060890f5690d4ab5f0cc -- Anna’s Archive.pdf","hd/Biology Design System -- Ra Uru Hu, Eleanor Haspel, Marvin Portner -- 2000 -- c9ac38146181060890f5690d4ab5f0cc -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Channels by Type 1 - Introduction and Creative Channels -- Ra Uru Hu -- Channels by Type, 1, 1999 -- International Human Design School Publishing -- isbn13 9780988932319 -- f39d968502133638202cadb5a8825365 -- Anna’s Archive.pdf","hd/Channels by Type 1 - Introduction and Creative Channels -- Ra Uru Hu -- Channels by Type, 1, 1999 -- International Human Design School Publishing -- isbn13 9780988932319 -- f39d968502133638202cadb5a8825365 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Channels by Type 2 - Manifesting and Generating Channels -- Ra Uru Hu -- Channels by Type 2, 2015 -- HDC Publishing, Inc_ -- isbn13 9780988932319 -- c82406a22498c8d94195c2e2f22c3dfc -- Anna’s Archive.pdf","hd/Channels by Type 2 - Manifesting and Generating Channels -- Ra Uru Hu -- Channels by Type 2, 2015 -- HDC Publishing, Inc_ -- isbn13 9780988932319 -- c82406a22498c8d94195c2e2f22c3dfc -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Channels by Type 3 - Projected Channels -- Ra Uru Hu -- Channels by Type 3, 2015 -- HDC Publishing, Inc_ -- isbn13 9780988932319 -- 6cc16e4a7ebedfa4ccab548d2004cbf9 -- Anna’s Archive.pdf","hd/Channels by Type 3 - Projected Channels -- Ra Uru Hu -- Channels by Type 3, 2015 -- HDC Publishing, Inc_ -- isbn13 9780988932319 -- 6cc16e4a7ebedfa4ccab548d2004cbf9 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Channels by Type 4 - Understanding the Transit Program -- Ra Uru Hu -- Channels by Type 4, 2015 -- HDC Publishing, Inc_ -- isbn13 9780988932319 -- 65e4c037d1db12b49e49b567cb6b0a0e -- Anna’s Archive.pdf","hd/Channels by Type 4 - Understanding the Transit Program -- Ra Uru Hu -- Channels by Type 4, 2015 -- HDC Publishing, Inc_ -- isbn13 9780988932319 -- 65e4c037d1db12b49e49b567cb6b0a0e -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Design Concepts -- Ra Uru Hu -- 2006 -- be6b114f074dbfb1cab54ed5061f99b6 -- Anna’s Archive.pdf","hd/Design Concepts -- Ra Uru Hu -- 2006 -- be6b114f074dbfb1cab54ed5061f99b6 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Design Resonance Mapping - The Way of the Flesh -- Ra Uru Hu -- 2009 -- International Human Design School (IHDS) -- d3c91994edc8c417c5d4430e5d82688a -- Anna’s Archive.pdf","hd/Design Resonance Mapping - The Way of the Flesh -- Ra Uru Hu -- 2009 -- International Human Design School (IHDS) -- d3c91994edc8c417c5d4430e5d82688a -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Die Prophezeiung des Ra Uru Hu (German Edition).pdf","hd/Die Prophezeiung des Ra Uru Hu (German Edition).pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Dream Rave Introduction -- Ra Uru Hu -- 80fe85abac05fbb20f06b97c586a444a -- Anna’s Archive.pdf","hd/Dream Rave Introduction -- Ra Uru Hu -- 80fe85abac05fbb20f06b97c586a444a -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"DREAMRAVE I_ Introduction to Personal Analysis -- Ra Uru Hu -- 2007 -- International Human Design School (IHDS) -- d0874985aa7b29ef71d408f0e6e0c8c5 -- Anna’s Archive.pdf","hd/DREAMRAVE I_ Introduction to Personal Analysis -- Ra Uru Hu -- 2007 -- International Human Design School (IHDS) -- d0874985aa7b29ef71d408f0e6e0c8c5 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"from The Book of Letters - A Guide to Human Design Analysis -- Ra Uru Hu -- 1995 -- New Sun Services International -- isbn13 9785057582907 -- d9ba2013e68730383471e4ad6be09790 -- Anna’s Archive.pdf","hd/from The Book of Letters - A Guide to Human Design Analysis -- Ra Uru Hu -- 1995 -- New Sun Services International -- isbn13 9785057582907 -- d9ba2013e68730383471e4ad6be09790 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"From the Left_ Strategic Cognition - Personal and -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 7ae5243edbb37f378567a908ed2d2cd3 -- Anna’s Archive.pdf","hd/From the Left_ Strategic Cognition - Personal and -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 7ae5243edbb37f378567a908ed2d2cd3 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"From the Right -- Ra Uru Hu -- Personal and Trans-Personal Analytical Training -- International Human Design School -- 699d2cbe70f0e0d6c3a1cd0bb3779426 -- Anna’s Archive.pdf","hd/From the Right -- Ra Uru Hu -- Personal and Trans-Personal Analytical Training -- International Human Design School -- 699d2cbe70f0e0d6c3a1cd0bb3779426 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Holistic Analysis 2 Diagnostics 2 -- Ra Uru Hu -- Personal and Trans-Personal Analytical Training, 2, 2010 -- International Human Design School (IHDS) -- b5a86d4382ccfbdf2e30cfbaf25e5791 -- Anna’s Archive.pdf","hd/Holistic Analysis 2 Diagnostics 2 -- Ra Uru Hu -- Personal and Trans-Personal Analytical Training, 2, 2010 -- International Human Design School (IHDS) -- b5a86d4382ccfbdf2e30cfbaf25e5791 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"How We Connect - eBook -- Ra Uru Hu -- 2024 -- Jovian Archive -- 7b05ec2c4f1a88eef4a6ae61f518a07e -- Anna’s Archive.pdf","hd/How We Connect - eBook -- Ra Uru Hu -- 2024 -- Jovian Archive -- 7b05ec2c4f1a88eef4a6ae61f518a07e -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Human Design - Life Cycles Analysis -- Ra Uru Hu -- 4f0b1309c8e42c5a0580b32b7e3be3e4 -- Anna’s Archive.pdf","hd/Human Design - Life Cycles Analysis -- Ra Uru Hu -- 4f0b1309c8e42c5a0580b32b7e3be3e4 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Human design - You and the Shadow -- Ra Uru Hu -- 2020 -- 9aa3952794bf5b4a60bd4d36d4388f7f -- Anna’s Archive.pdf","hd/Human design - You and the Shadow -- Ra Uru Hu -- 2020 -- 9aa3952794bf5b4a60bd4d36d4388f7f -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Human Design_ The Definitive Book of Human Design, The -- Ra Uru Hu; Lynda Bunnell; Bethi Black; Donna Garlinghouse; -- 1st Edition, 2011 -- HDC -- isbn13 9780615552149 -- 9dca21af0cc6ec08f9356f64f9b5fb11 -- Anna’s Archive.pdf","hd/Human Design_ The Definitive Book of Human Design, The -- Ra Uru Hu; Lynda Bunnell; Bethi Black; Donna Garlinghouse; -- 1st Edition, 2011 -- HDC -- isbn13 9780615552149 -- 9dca21af0cc6ec08f9356f64f9b5fb11 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"I Ching _ The Oracle Of The Cosmic Way (Q) -- Carol K_ Anthony, Hanna Moog -- Place of publication not identified, 2002 -- Anthony Publishing Company -- isbn13 9781890764043 -- 714a9cdfc6f041879be9b83dfc0feb93 -- Anna’s Archive.pdf","hd/I Ching _ The Oracle Of The Cosmic Way (Q) -- Carol K_ Anthony, Hanna Moog -- Place of publication not identified, 2002 -- Anthony Publishing Company -- isbn13 9781890764043 -- 714a9cdfc6f041879be9b83dfc0feb93 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Moog/Anthony I-Ching-Bruecke."
"Incarnation Crosses by Profile (Complete) -- Ra Uru Hu -- 2012 -- International Human Design School -- 9ce108ffd13761f1e7b7c7dfc4683b07 -- Anna’s Archive.pdf","hd/Incarnation Crosses by Profile (Complete) -- Ra Uru Hu -- 2012 -- International Human Design School -- 9ce108ffd13761f1e7b7c7dfc4683b07 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Lunar & Planetary Color -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 072b03134dbf14640a29f357b4b552e0 -- Anna’s Archive.pdf","hd/Lunar & Planetary Color -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 072b03134dbf14640a29f357b4b552e0 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Lunar & Planetary Color Analysis -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- b38abe08f4f0049d694fde31cee6c7b8 -- Anna’s Archive.pdf","hd/Lunar & Planetary Color Analysis -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- b38abe08f4f0049d694fde31cee6c7b8 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Manifestor Manifesto -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 2dc92019152fa02d0c5a41881fe71baf -- Anna’s Archive.pdf","hd/Manifestor Manifesto -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 2dc92019152fa02d0c5a41881fe71baf -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Never Mind Final -- RA URU HU -- 8ab7f55c3f4d1c28c35f5322e1c450c1 -- Anna’s Archive.pdf","hd/Never Mind Final -- RA URU HU -- 8ab7f55c3f4d1c28c35f5322e1c450c1 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Partnership Analysis -- Ra Uru Hu -- International Human Design School -- 0cbcf9ee172cd2944a97a6ee41f80fee -- Anna’s Archive.pdf","hd/Partnership Analysis -- Ra Uru Hu -- International Human Design School -- 0cbcf9ee172cd2944a97a6ee41f80fee -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Personality Resonance Mapping - The Way of the Mind -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- 920f0d94c1ad3ce3c01210b48e8e368d -- Anna’s Archive.pdf","hd/Personality Resonance Mapping - The Way of the Mind -- Ra Uru Hu -- 2008 -- International Human Design School (IHDS) -- 920f0d94c1ad3ce3c01210b48e8e368d -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Post-Graduate Rave Psychology -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- d936287b07b5c89c3a0a9666a0e9aec8 -- Anna’s Archive.pdf","hd/Post-Graduate Rave Psychology -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- d936287b07b5c89c3a0a9666a0e9aec8 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"PRIMARY HEALTH SYSTEM - Determination & Healing (Year 1, Sem 2 -- Ra Uru Hu -- PHS Practitioner Program, 2006 -- 8454b6e1de0d50be5382b728c2536498.pdf","hd/PRIMARY HEALTH SYSTEM - Determination & Healing (Year 1, Sem 2 -- Ra Uru Hu -- PHS Practitioner Program, 2006 -- 8454b6e1de0d50be5382b728c2536498.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"PRIMARY HEALTH SYSTEM - Determination and Healing (Year 1, Sem 3 -- Ra Uru Hu -- PHS Analyst Certification Program, 2008 -- a8920ee4ff8589ccefe7447a83745005.pdf","hd/PRIMARY HEALTH SYSTEM - Determination and Healing (Year 1, Sem 3 -- Ra Uru Hu -- PHS Analyst Certification Program, 2008 -- a8920ee4ff8589ccefe7447a83745005.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"PRIMARY HEALTH SYSTEM - The Mechanics of the Vehicle (Year 1, Sem 1 -- Ra Uru Hu -- PHS Analyst Certification Program, 2006 -- 00f3848700fdc92aa6cb3cb0f9cdfa28.pdf","hd/PRIMARY HEALTH SYSTEM - The Mechanics of the Vehicle (Year 1, Sem 1 -- Ra Uru Hu -- PHS Analyst Certification Program, 2006 -- 00f3848700fdc92aa6cb3cb0f9cdfa28.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Projector Empowerment - Part 1_ Lectures -- Ra Uru Hu -- Projector Empowerment - Part 1 -- Jovian Archive -- 8e2f39b9ed00432370c0a9a301c42192 -- Anna’s Archive.pdf","hd/Projector Empowerment - Part 1_ Lectures -- Ra Uru Hu -- Projector Empowerment - Part 1 -- Jovian Archive -- 8e2f39b9ed00432370c0a9a301c42192 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Quarters and Angles -- Ra Uru Hu -- International Human Design School -- bb1ced1468705ddbd18f7b7817702c0b -- Anna’s Archive.pdf","hd/Quarters and Angles -- Ra Uru Hu -- International Human Design School -- bb1ced1468705ddbd18f7b7817702c0b -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Radical Transformations - The Four Lectures -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 5bc25cd499d24503c478db7302fd2aae -- Anna’s Archive.pdf","hd/Radical Transformations - The Four Lectures -- Ra Uru Hu -- 2010 -- International Human Design School (IHDS) -- 5bc25cd499d24503c478db7302fd2aae -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Rave Anatomy I - Mapping the Mechanics of the Maia -- Ra Uru Hu -- Rave Anatomy, 2012 -- International Human Design School -- 096c16f8c017f28e496da10466fd8b47 -- Anna’s Archive.pdf","hd/Rave Anatomy I - Mapping the Mechanics of the Maia -- Ra Uru Hu -- Rave Anatomy, 2012 -- International Human Design School -- 096c16f8c017f28e496da10466fd8b47 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Rave Anatomy II - The Awareness Lectures -- Ra Uru Hu -- Rave Anatomy, 2012 -- International Human Design School -- fc741e103b06d255fe5ffaf80a42ecea -- Anna’s Archive.pdf","hd/Rave Anatomy II - The Awareness Lectures -- Ra Uru Hu -- Rave Anatomy, 2012 -- International Human Design School -- fc741e103b06d255fe5ffaf80a42ecea -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Rave BodyGraph Circuitry -- Ra Uru Hu -- 2012 -- 729f3b4516a4b6caca7cb0b0205432e7 -- Anna’s Archive.pdf","hd/Rave BodyGraph Circuitry -- Ra Uru Hu -- 2012 -- 729f3b4516a4b6caca7cb0b0205432e7 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Rave Cosmology III_ Dying Death and the Bardo Stages -- Ra Uru Hu -- 47f60cd1ca56644008c3cf38d1e9d0a1 -- Anna’s Archive.pdf","hd/Rave Cosmology III_ Dying Death and the Bardo Stages -- Ra Uru Hu -- 47f60cd1ca56644008c3cf38d1e9d0a1 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Rave Cosmology II_ The six mystical ways -- Ra Uru Hu -- 977fa1f53f6aaf90df5be6afc09c3807 -- Anna’s Archive.pdf","hd/Rave Cosmology II_ The six mystical ways -- Ra Uru Hu -- 977fa1f53f6aaf90df5be6afc09c3807 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
"Rave Cosmology I_ Bhan Tugh -- Ra Uru Hu -- c2d7ffbe32eb56f548305eadd9b23711 -- Anna’s Archive.pdf","hd/Rave Cosmology I_ Bhan Tugh -- Ra Uru Hu -- c2d7ffbe32eb56f548305eadd9b23711 -- Anna’s Archive.pdf","hd","ok","yes","yes","yes","Ra-Linie: drei Paesse."
