wave,queue_order,system_id,rolle,status_pipeline,filename,relative_path,pass_k2_struct,pass_k3_rules,pass_k4_meanings,pass_notes
1,59,bazi,K2_ref,queued,"BaZi Essentials - The Ten Day Masters - Ren (Yang Water) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- 69c75b12470323cee72c093dd180126d -- Anna’s Archive.pdf","bazi/BaZi Essentials - The Ten Day Masters - Ren (Yang Water) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- 69c75b12470323cee72c093dd180126d -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,60,bazi,K2_ref,queued,"BaZi Essentials - The Ten Day Masters - Wu (Yang Earth) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- c85f43ea9d3faa91186aadda9a63b9df -- Anna’s Archive.pdf","bazi/BaZi Essentials - The Ten Day Masters - Wu (Yang Earth) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- c85f43ea9d3faa91186aadda9a63b9df -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,61,bazi,K2_ref,queued,"BaZi Essentials - The Ten Day Masters - Xin (Yin Metal) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- 5203332f3bd42d574cda0aab4b7289b6 -- Anna’s Archive.pdf","bazi/BaZi Essentials - The Ten Day Masters - Xin (Yin Metal) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- 5203332f3bd42d574cda0aab4b7289b6 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,62,bazi,K2_ref,queued,"BaZi Essentials - The Ten Day Masters - Yi (Yin Wood) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- b43ef9cba617e134725ea779be855b77 -- Anna’s Archive.pdf","bazi/BaZi Essentials - The Ten Day Masters - Yi (Yin Wood) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- b43ef9cba617e134725ea779be855b77 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,63,bazi,K2_ref,queued,"Bazi Essentials - The Ten Day Masters - Ji (Yin Earth) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- 01fd08ad3c8ae571bc864be8078e9020 -- Anna’s Archive.pdf","bazi/Bazi Essentials - The Ten Day Masters - Ji (Yin Earth) -- Joey Yap -- BaZi Essentials, 1st, 2009 -- JY Books Sdn_ Bhd_ -- 01fd08ad3c8ae571bc864be8078e9020 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,64,bazi,K2_ref,queued,三命通会 上 -- (明)万明英撰;陈明释 -- 2008 -- 北京_中医古籍出版社 -- isbn13 9787801746634 -- 5793f92af01976a8bd9a6c85a6a3e0e2.pdf,bazi/K2+K3/三命通会 上 -- (明)万明英撰;陈明释 -- 2008 -- 北京_中医古籍出版社 -- isbn13 9787801746634 -- 5793f92af01976a8bd9a6c85a6a3e0e2.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,65,bazi,K2_ref,queued,三命通会 下 -- （明）万明英撰；陈明释 -- 2008 -- 北京_中医古籍出版社 -- isbn13 9787801746634 -- 2d19933bc416e28fc2e073f91ee6035b.pdf,bazi/K2+K3/三命通会 下 -- （明）万明英撰；陈明释 -- 2008 -- 北京_中医古籍出版社 -- isbn13 9787801746634 -- 2d19933bc416e28fc2e073f91ee6035b.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,66,bazi,K2_ref,queued,"四库存目子平汇刊 1 渊海子平大全 -- 郑同编撰整理, (宋)徐子平撰 , 郑同编, 徐子平, 郑同, [ Song ] Xu Zi Ping, 徐子平, -- 2014, 2014 -- 北京_华龄出版社 -- isbn13 9787516904473 -- 0b74d33ad404cb5051f7ac4a2323f9.pdf","bazi/K2+K3/四库存目子平汇刊 1 渊海子平大全 -- 郑同编撰整理, (宋)徐子平撰 , 郑同编, 徐子平, 郑同, [ Song ] Xu Zi Ping, 徐子平, -- 2014, 2014 -- 北京_华龄出版社 -- isbn13 9787516904473 -- 0b74d33ad404cb5051f7ac4a2323f9.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,67,bazi,K2_ref,queued,The BaZi 60 Pillars Life Analysis Method - Wu Earth -- Joey Yap -- 2013 -- e1171a1bc63eac9bf5ac9a462fdb861d -- Anna’s Archive.pdf,bazi/The BaZi 60 Pillars Life Analysis Method - Wu Earth -- Joey Yap -- 2013 -- e1171a1bc63eac9bf5ac9a462fdb861d -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,68,bazi,K2_ref,queued,The Bazi 60 Pillars - BING Fire -- Joey Yap -- 2018 -- JY Productions Sdn Bhd -- b3d035c1aa6a6d7b803bae802739dd97 -- Anna’s Archive.azw3,bazi/The Bazi 60 Pillars - BING Fire -- Joey Yap -- 2018 -- JY Productions Sdn Bhd -- b3d035c1aa6a6d7b803bae802739dd97 -- Anna’s Archive.azw3,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,69,bazi,K2_ref,queued,The Bazi 60 Pillars - Ding_ The Life Analysis Method -- Joey Yap -- 2016 -- JY Productions Sdn Bhd -- b73f785a07189ec8644bd7e9ec86c602 -- Anna’s Archive.pdf,bazi/The Bazi 60 Pillars - Ding_ The Life Analysis Method -- Joey Yap -- 2016 -- JY Productions Sdn Bhd -- b73f785a07189ec8644bd7e9ec86c602 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,70,bazi,K2_ref,queued,"The Bazi 60 Pillars - JI Earth -- Yap, Joey -- 2018 -- Joey Yap Research Group -- 17f3eed7ae47327b3c44b3361a5f6f33 -- Anna’s Archive(1).epub","bazi/The Bazi 60 Pillars - JI Earth -- Yap, Joey -- 2018 -- Joey Yap Research Group -- 17f3eed7ae47327b3c44b3361a5f6f33 -- Anna’s Archive(1).epub",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,71,bazi,K2_ref,queued,"The Bazi 60 Pillars - JI Earth -- Yap, Joey -- 2018 -- Joey Yap Research Group -- 17f3eed7ae47327b3c44b3361a5f6f33 -- Anna’s Archive.epub","bazi/The Bazi 60 Pillars - JI Earth -- Yap, Joey -- 2018 -- Joey Yap Research Group -- 17f3eed7ae47327b3c44b3361a5f6f33 -- Anna’s Archive.epub",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,72,bazi,K2_ref,queued,The Bazi 60 Pillars - JIA Wood_ The Life Analysis Method -- Joey Yap -- 2018 -- JY Productions Sdn Bhd -- 866fc99a984ae8c0d098670b0f3b11ff -- Anna’s Archive.azw3,bazi/The Bazi 60 Pillars - JIA Wood_ The Life Analysis Method -- Joey Yap -- 2018 -- JY Productions Sdn Bhd -- 866fc99a984ae8c0d098670b0f3b11ff -- Anna’s Archive.azw3,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,73,bazi,K2_ref,queued,The Bazi 60 Pillars - REN Water -- Joey Yap -- 2018 -- Joey Yap Research Group -- da050c3cad2161c3f2140321ac1ee43d -- Anna’s Archive.pdf,bazi/The Bazi 60 Pillars - REN Water -- Joey Yap -- 2018 -- Joey Yap Research Group -- da050c3cad2161c3f2140321ac1ee43d -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,74,bazi,K2_ref,queued,The Bazi 60 Pillars - Yi_ The Life Analysis Method Revealed -- Joey Yap -- 2016 -- JY Productions Sdn Bhd -- 5f493a40c5e31ccf785661d1d4704899 -- Anna’s Archive.pdf,bazi/The Bazi 60 Pillars - Yi_ The Life Analysis Method Revealed -- Joey Yap -- 2016 -- JY Productions Sdn Bhd -- 5f493a40c5e31ccf785661d1d4704899 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,75,bazi,K2_ref,queued,"The Bazi 60 Pillars Life Analysis Method_ Zin Metal -- Joey Yap -- 1, 2013 -- JY Books; JY Productions Sdn Bhd -- isbn13 9789670310817 -- 834984fb3f3ba64f1a2157221d9d2ed0 -- Anna’s Archive.pdf","bazi/The Bazi 60 Pillars Life Analysis Method_ Zin Metal -- Joey Yap -- 1, 2013 -- JY Books; JY Productions Sdn Bhd -- isbn13 9789670310817 -- 834984fb3f3ba64f1a2157221d9d2ed0 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,76,bazi,K2_ref,queued,三命通会 上 -- (明)万明英撰;陈明释 -- 2008 -- 北京_中医古籍出版社 -- isbn13 9787801746634 -- 5793f92af01976a8bd9a6c85a6a3e0e2 -- Anna’s Archive.pdf,bazi/三命通会 上 -- (明)万明英撰;陈明释 -- 2008 -- 北京_中医古籍出版社 -- isbn13 9787801746634 -- 5793f92af01976a8bd9a6c85a6a3e0e2 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,77,bazi,K2_ref,queued,三命通会 下 -- （明）万明英撰；陈明释 -- 2008 -- 北京_中医古籍出版社 -- isbn13 9787801746634 -- 2d19933bc416e28fc2e073f91ee6035b -- Anna’s Archive.pdf,bazi/三命通会 下 -- （明）万明英撰；陈明释 -- 2008 -- 北京_中医古籍出版社 -- isbn13 9787801746634 -- 2d19933bc416e28fc2e073f91ee6035b -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,78,bazi,K2_ref,queued,"四库存目 子平汇刊 5 穷通宝鉴评注 -- (清)徐乐吾注 -- 四库存目子平汇刊, 2015 -- 北京：华龄出版社 -- isbn13 9787516905128 -- 4f8bd8e25832d5ca180123fc079d9b88 -- Anna’s Archive.pdf","bazi/四库存目 子平汇刊 5 穷通宝鉴评注 -- (清)徐乐吾注 -- 四库存目子平汇刊, 2015 -- 北京：华龄出版社 -- isbn13 9787516905128 -- 4f8bd8e25832d5ca180123fc079d9b88 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,79,bazi,K2_ref,queued,"四库存目子平汇刊 1 渊海子平大全 -- 郑同编撰整理, (宋)徐子平撰 , 郑同编, 徐子平, 郑同, [ Song ] Xu Zi Ping, 徐子平, -- 2014, 2014 -- 北京_华龄出版社 -- isbn13 9787516904473 -- 0b74d33ad404cb5051f7ac4a2323f9.pdf","bazi/四库存目子平汇刊 1 渊海子平大全 -- 郑同编撰整理, (宋)徐子平撰 , 郑同编, 徐子平, 郑同, [ Song ] Xu Zi Ping, 徐子平, -- 2014, 2014 -- 北京_华龄出版社 -- isbn13 9787516904473 -- 0b74d33ad404cb5051f7ac4a2323f9.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,80,ziwei,K2_ref,queued,680王亭之-中州派紫微斗数初级讲义_pdf -- c608a5149cf11573b59c9552507b40a1.pdf,ziwei/680王亭之-中州派紫微斗数初级讲义_pdf -- c608a5149cf11573b59c9552507b40a1.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,81,ziwei,K2_ref,queued,中州派紫微斗数深造讲义 -- 王亭之 -- 09f1ff5bd70336de1315df158ef2a261.pdf,ziwei/中州派紫微斗数深造讲义 -- 王亭之 -- 09f1ff5bd70336de1315df158ef2a261.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,82,ziwei,K2_ref,queued,王亭之-紫微斗数讲义补注(上册) -- 王亭之 -- 922e192fdba5d7881732f73be7622760.pdf,ziwei/王亭之-紫微斗数讲义补注(上册) -- 王亭之 -- 922e192fdba5d7881732f73be7622760.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,83,ziwei,K2_ref,queued,王亭之-紫微斗数讲义补注(下册) -- 王亭之 -- 93e83656b251d468b3199f38b0291d1c.pdf,ziwei/王亭之-紫微斗数讲义补注(下册) -- 王亭之 -- 93e83656b251d468b3199f38b0291d1c.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,84,ziwei,K2_ref,queued,王亭之-紫微斗数讲义补注(中册 -- 王亭之 -- d35ec125d3332c5ea3cb7c9f326856d0.pdf,ziwei/王亭之-紫微斗数讲义补注(中册 -- 王亭之 -- d35ec125d3332c5ea3cb7c9f326856d0.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,85,ziwei,K2_ref,queued,王亭之紫微斗数全集一 -- ixinzhi -- iBooker xinzhi -- db184e7356a0bbbafd3a1da4b5075847.pdf,ziwei/王亭之紫微斗数全集一 -- ixinzhi -- iBooker xinzhi -- db184e7356a0bbbafd3a1da4b5075847.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,86,ziwei,K2_ref,queued,王亭之紫微斗数全集三 -- ixinzhi -- iBooker xinzhi -- 82e8fc3c6a9c6fef64312b08baf4d0b3.pdf,ziwei/王亭之紫微斗数全集三 -- ixinzhi -- iBooker xinzhi -- 82e8fc3c6a9c6fef64312b08baf4d0b3.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,87,ziwei,K2_ref,queued,王亭之紫微斗数全集二 -- ixinzhi -- iBooker xinzhi -- cd527cf82f1d22076ffbff621e9d4f68.pdf,ziwei/王亭之紫微斗数全集二 -- ixinzhi -- iBooker xinzhi -- cd527cf82f1d22076ffbff621e9d4f68.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,88,ziwei,K2_ref,queued,王亭之紫微斗数全集五 -- ixinzhi -- iBooker xinzhi -- bfd27cc3101bd7bd7e0679ca380fed4f.pdf,ziwei/王亭之紫微斗数全集五 -- ixinzhi -- iBooker xinzhi -- bfd27cc3101bd7bd7e0679ca380fed4f.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,89,ziwei,K2_ref,queued,王亭之紫微斗数全集六 -- ixinzhi -- iBooker xinzhi -- ba71cd450f8ceda4f93ce5470e449489.pdf,ziwei/王亭之紫微斗数全集六 -- ixinzhi -- iBooker xinzhi -- ba71cd450f8ceda4f93ce5470e449489.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,90,ziwei,K2_ref,queued,王亭之紫微斗数全集四 -- ixinzhi -- iBooker xinzhi -- 818e991fb6ffd2baf92163fe8503f97d.pdf,ziwei/王亭之紫微斗数全集四 -- ixinzhi -- iBooker xinzhi -- 818e991fb6ffd2baf92163fe8503f97d.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,91,ziwei,K2_ref,queued,紫微斗数全集_流年凶灾详析_pdf -- 王亭之 -- eb1dd24d092902d73698c8df823663ab.pdf,ziwei/紫微斗数全集_流年凶灾详析_pdf -- 王亭之 -- eb1dd24d092902d73698c8df823663ab.pdf,yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,92,ziwei,K2_ref,queued,"紫微斗数讲义 _ 星曜性质 Zi wei dou shu jiang yi _ xing yao xing zhi -- 陆斌兆著 ; 王亭之注释; 陆斌兆; 谈锡永 -- 斗数玄空系列, 2013 -- 上海：复旦大学出版社 -- isbn13 9787309094718 -- b2f52930bc1b42ca9eb7e89a7.pdf","ziwei/紫微斗数讲义 _ 星曜性质 Zi wei dou shu jiang yi _ xing yao xing zhi -- 陆斌兆著 ; 王亭之注释; 陆斌兆; 谈锡永 -- 斗数玄空系列, 2013 -- 上海：复旦大学出版社 -- isbn13 9787309094718 -- b2f52930bc1b42ca9eb7e89a7.pdf",yes,yes,yes,Ziwei P0: 中州派-Serie + 星曜性质.
1,93,astro,K2_ref,queued,"Ancient Astrology in Theory and Practice_ A Manual of -- Demetra George -- Auckland, New Zealand, 2022 -- Rubedo Press -- isbn13 9780473445393 -- cc0bd94229290713bff61ef3968b9c28.pdf","astro/Ancient Astrology in Theory and Practice_ A Manual of -- Demetra George -- Auckland, New Zealand, 2022 -- Rubedo Press -- isbn13 9780473445393 -- cc0bd94229290713bff61ef3968b9c28.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,94,astro,K2_ref,queued,Christian Astrology - All Three Volumes -- William Lilly -- c23c88ec29b8d5abc4dbf9a260d50232.pdf,astro/Christian Astrology - All Three Volumes -- William Lilly -- c23c88ec29b8d5abc4dbf9a260d50232.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,95,astro,K2_ref,queued,Christian-Astrology-II -- William-Lilly -- c43f8b598f78793682c90fca57a90dca -- Anna’s Archive.pdf,astro/Christian-Astrology-II -- William-Lilly -- c43f8b598f78793682c90fca57a90dca -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,96,astro,K2_ref,queued,"Claudius Ptolemy - Tetrabiblos, Book I__text - Greek Track -- Claudius Ptolemy, Robert Schmidt, Robert Hand -- Greek Track, 5, 1994 -- Golden Hind -- 4b90a3c04e568adeec9e6fc654355b57 -- Anna’s Archive.pdf","astro/Claudius Ptolemy - Tetrabiblos, Book I__text - Greek Track -- Claudius Ptolemy, Robert Schmidt, Robert Hand -- Greek Track, 5, 1994 -- Golden Hind -- 4b90a3c04e568adeec9e6fc654355b57 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,97,astro,K2_ref,queued,"Dorotheus, Orpheus, Anubio & Pseudo-Valens_ Teachings on -- Dorotheus, Orpheus, Anubio & Pseudo-Valens, Robert Hand -- 1995 -- 2034771d5968de8d5a332bb062c9be3a -- Anna’s Archive.pdf","astro/Dorotheus, Orpheus, Anubio & Pseudo-Valens_ Teachings on -- Dorotheus, Orpheus, Anubio & Pseudo-Valens, Robert Hand -- 1995 -- 2034771d5968de8d5a332bb062c9be3a -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,98,astro,K2_ref,queued,"Claudius Ptolemy - Tetrabiblos, Book I__text - Greek Track -- Claudius Ptolemy, Robert Schmidt, Robert Hand -- Greek Track, 5, 1994 -- Golden Hind -- 4b90a3c04e568adeec9e6fc654355b57 -- Anna’s Archive.pdf","astro/K2/Claudius Ptolemy - Tetrabiblos, Book I__text - Greek Track -- Claudius Ptolemy, Robert Schmidt, Robert Hand -- Greek Track, 5, 1994 -- Golden Hind -- 4b90a3c04e568adeec9e6fc654355b57 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,99,astro,K2_ref,queued,"Planets in Transit_ Life Cycles for Living (The Planet -- Hand, Robert -- 9th print, Rockport, Mass, 1983 -- Para Research -- isbn13 9780914918042 -- 5bfb5d4044ddef736d68344250d12fd4 -- Anna’s Archive.pdf","astro/Planets in Transit_ Life Cycles for Living (The Planet -- Hand, Robert -- 9th print, Rockport, Mass, 1983 -- Para Research -- isbn13 9780914918042 -- 5bfb5d4044ddef736d68344250d12fd4 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,100,astro,K2_ref,queued,Tetrabiblos -- Peter J_ Clark -- 2006 -- f09efdc39fdca373cf532497824924b2 -- Anna’s Archive.pdf,astro/Tetrabiblos -- Peter J_ Clark -- 2006 -- f09efdc39fdca373cf532497824924b2 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,101,astro,K2_ref,queued,"The astrology of personality _ a re-formulation of -- Dane Rudhyar -- 1987-12-01 -- Aurora Press, Incorporated -- isbn13 9780943358253 -- 435f03bc08534740b085616654b6a88f -- Anna’s Archive.pdf","astro/The astrology of personality _ a re-formulation of -- Dane Rudhyar -- 1987-12-01 -- Aurora Press, Incorporated -- isbn13 9780943358253 -- 435f03bc08534740b085616654b6a88f -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,102,jyotish,K2_ref,queued,"Brihat Parasara Hora Sastra 1 -- Maharshi Parasara -- 1, 1984 -- Ranjan Publications -- 8d0c28cbdc3327fdb3737efba478b3a3 -- Anna’s Archive.pdf","joveish/K2+K3/Brihat Parasara Hora Sastra 1 -- Maharshi Parasara -- 1, 1984 -- Ranjan Publications -- 8d0c28cbdc3327fdb3737efba478b3a3 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,103,jyotish,K2_ref,queued,"Brihat Parasara Hora Sastra 2 -- Maharshi Parasara -- 2, 1984 -- Ranjan Publications -- 8d473cc1a9db6764372f0c4b31729147 -- Anna’s Archive.pdf","joveish/K2+K3/Brihat Parasara Hora Sastra 2 -- Maharshi Parasara -- 2, 1984 -- Ranjan Publications -- 8d473cc1a9db6764372f0c4b31729147 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,104,jyotish,K2_ref,queued,"alterna K3 schule Brhajjatakam = Varahamihira's Brihat jataka -- India, 1929 -- oclc 6359909 -- fb662e0ccbaa57e48c781cacad32401e.zip","joveish/alterna K3 schule Brhajjatakam = Varahamihira's Brihat jataka -- India, 1929 -- oclc 6359909 -- fb662e0ccbaa57e48c781cacad32401e.zip",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,105,i_ching,K2_ref,queued,64keys_Blue-I-Ching.pdf,I Ching/64keys_Blue-I-Ching.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,106,i_ching,K2_ref,queued,"The Book of Lines_ A 21st Century View of the IChing, the -- Chetan Parkyn [Parkyn, Chetan] -- 2014 -- Chetan Parkyn -- 9e86b7a2448cefdfaccdd05cb5430a62.pdf","I Ching/The Book of Lines_ A 21st Century View of the IChing, the -- Chetan Parkyn [Parkyn, Chetan] -- 2014 -- Chetan Parkyn -- 9e86b7a2448cefdfaccdd05cb5430a62.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,107,i_ching,K2_ref,queued,The complete I Ching -- Alfred  Huang -- isbn13 9781594773860 -- b260a45fecafe85653a5a9f9812141aa -- Anna’s Archive.pdf,I Ching/The complete I Ching -- Alfred  Huang -- isbn13 9781594773860 -- b260a45fecafe85653a5a9f9812141aa -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,108,i_ching,K2_ref,queued,"Unearthing the Changes_ Recently Discovered Manuscripts of -- Shaughnessy, Edward L_; -- 1, 1, 2014 -- 8dcb2be4ef8d88e8bdda28ef43b81967 -- Anna’s Archive.pdf","I Ching/Unearthing the Changes_ Recently Discovered Manuscripts of -- Shaughnessy, Edward L_; -- 1, 1, 2014 -- 8dcb2be4ef8d88e8bdda28ef43b81967 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,109,wu_xing,K2_ref,queued,"Chinese medicine_ the web that has no weaver -- Ted J_ Kaptchuk -- London, England, 1985 -- Rider; Ebury Publishing -- isbn13 9780712611725 -- 34a8278b13ae7a9fd227ab755255111b -- Anna’s Archive.pdf","wu_xing/Chinese medicine_ the web that has no weaver -- Ted J_ Kaptchuk -- London, England, 1985 -- Rider; Ebury Publishing -- isbn13 9780712611725 -- 34a8278b13ae7a9fd227ab755255111b -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,110,wu_xing,K2_ref,queued,The Yellow Emperor’s Classic of Medicine — Essential -- Jinghua Fu && Mingshan Yang -- 2019 -- dacb65ae6ac7797e69211fb3618436d0 -- Anna’s Archive.pdf,wu_xing/The Yellow Emperor’s Classic of Medicine — Essential -- Jinghua Fu && Mingshan Yang -- 2019 -- dacb65ae6ac7797e69211fb3618436d0 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,111,wu_xing,K2_ref,queued,"Zang fu 脏腑 the organ systems of traditional Chinese medicine -- Jeremy Ross -- 2, 1998 -- Churchill living stone -- 86c4e4ccb45fa58d3800fae08583cb81 -- Anna’s Archive.pdf","wu_xing/Zang fu 脏腑 the organ systems of traditional Chinese medicine -- Jeremy Ross -- 2, 1998 -- Churchill living stone -- 86c4e4ccb45fa58d3800fae08583cb81 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,112,kabbalah_jewish,K2_ref,queued,A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf,kabalah/A Garden of Pomegranates -- Israel Regardie -- 2007 -- 0f02208bd9ac7c63c0e3a95b07eac905 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,113,kabbalah_jewish,K2_ref,queued,"Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf","kabalah/Kabbalah _ New Perspectives -- Moshe Idel -- Yale University Press, New Haven, 1988 -- Yale University Press -- isbn13 9780300038606 -- f6394cbb164fd29b100f78a4ce86469d -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,114,kabbalah_jewish,K2_ref,queued,"Kabbalah _ New Perspectives -- Professor Moshe Idel -- Place of publication not identified, 1990 -- Yale University Press -- isbn13 9780300038606 -- c0d848928c8ae3cdfab4f0bb407c6c58 -- Anna’s Archive.pdf","kabalah/Kabbalah _ New Perspectives -- Professor Moshe Idel -- Place of publication not identified, 1990 -- Yale University Press -- isbn13 9780300038606 -- c0d848928c8ae3cdfab4f0bb407c6c58 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,115,kabbalah_jewish,K2_ref,queued,"Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub","kabalah/Kabbalah_ A Guide to Qabalah, Jewish Mysticism, Sefer -- Silva, Mari -- 2021 -- 7a1ae2b00e2501e9700460eea57813c3 -- Anna’s Archive.epub",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,116,kabbalah_jewish,K2_ref,queued,Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf,kabalah/Major trends in Jewish mysticism -- Gershom Scholem -- 2017 -- 9a943b0380598afbe9f73f923ac5bf91 -- Anna’s Archive.pdf,yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,117,kabbalah_jewish,K2_ref,queued,"The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub","kabalah/The Bahir _ Illumination -- Aryeh Kaplan; Neḥunya ben ha-Kanah -- San Francisco, Calif, 2001 -- Weiser Books -- isbn13 9780877286189 -- 53b8f1f2738033bf67e2e383f2236440 -- Anna’s Archive.epub",yes,yes,optional,K2+K3 priorisieren; K4 optional.
1,118,kabbalah_jewish,K2_ref,queued,"The Book of Creation ; in theory and practice, Sefer Yetzirah -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf","kabalah/The Book of Creation ; in theory and practice, Sefer Yetzirah -- isbn13 9780877288558 -- 8458154f0c2af9be777d2744eb7292a4 -- Anna’s Archive.pdf",yes,yes,optional,K2+K3 priorisieren; K4 optional.
